show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description
s4382,Movie,Naan Sigappu Manithan,India,2018,2014,Teens,147 min,Action & Adventure,"After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her."
s4383,Movie,Nacho Libre,United States,2019,2006,Older Kids,92 min,Comedies,"When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit."
s4384,TV Show,Nadiya’s Time to Eat,United Kingdom,2020,2020,Kids,1 Season,British TV Shows,"On this cooking show, Nadiya Hussain serves up delicious shortcuts, vital ingredients and fast favorites — perfect for today's time-strapped families."
s4385,Movie,Naga The Eternal Yogi,Italy,2017,2016,Older Kids,73 min,Documentaries,"This documentary examines the naked yoga gurus of India whose devout spiritual practice connects them to the eternal, transcending the material world."
s4386,TV Show,Nagi-Asu: A Lull in the Sea,Japan,2020,2014,Teens,1 Season,Anime Series,"In a world where humans are divided between the land and the sea, four childhood friends from the ocean must attend middle school on the surface."
s4387,TV Show,Nailed It,United States,2020,2020,Older Kids,4 Seasons,Reality TV,"Home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess."
s4388,TV Show,Nailed It! France,France,2019,2019,Teens,1 Season,International TV Shows,"On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize."
s4389,TV Show,Nailed It! Germany,Germany,2020,2020,Teens,1 Season,International TV Shows,"Home cooks try – and inevitably fail – to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros."
s4390,TV Show,Nailed It! Holiday!,United States,2019,2019,Older Kids,2 Seasons,Reality TV,"It's the ""Nailed It!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad."
s4391,TV Show,Nailed It! Mexico,Mexico,2021,2021,Older Kids,3 Seasons,International TV Shows,"The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize."
s4392,TV Show,Nailed It! Spain,Spain,2019,2019,Older Kids,1 Season,International TV Shows,"On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros."
s4393,Movie,Nails,Ireland,2018,2017,Adults,85 min,Horror Movies,"Recently paralyzed in a devastating car accident, Dana begins to suspect a dark and sinister force may be lurking within her hospital room."
s4394,Movie,Naked,United States,2017,2017,Teens,97 min,Comedies,"Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop."
s4395,Movie,Naledi: A Baby Elephant's Tale,United States,2020,2016,Older Kids,91 min,Documentaries,Scientists and animal keepers fight to save an orphaned baby elephant at a rescue camp in Botswana while struggling to defend its entire species.
s4396,Movie,Namak Halaal,India,2019,1982,Teens,171 min,Action & Adventure,"While loyally defending his boss from mobsters trying to kill him, a naive, hotel bellboy discovers the family he never knew he had."
s4397,Movie,Namastey London,India,2018,2007,Teens,130 min,Comedies,"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride."
s4398,Movie,Namour,United States,2017,2016,Adults,80 min,Dramas,"Aimless valet driver Steven Bassem can't find the motivation to get a better job, even when his fractious immigrant family starts falling apart."
s4399,Movie,Nang Nak,Thailand,2019,1999,Adults,101 min,Horror Movies,"In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away."
s4400,Movie,Naomi and Ely's No Kiss List,United States,2015,2015,Adults,91 min,Comedies,"Naomi and her gay best friend, Ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy."
s4401,Movie,Nappily Ever After,United States,2019,2018,Adults,99 min,Comedies,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
s4402,TV Show,Narcos,United States,2017,2017,Adults,3 Seasons,Crime TV Shows,The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.
s4403,TV Show,Narcos: Mexico,Mexico,2020,2020,Adults,2 Seasons,Crime TV Shows,"Witness the birth of the Mexican drug war in the 1980s as a gritty new ""Narcos"" saga chronicles the true story of the Guadalajara cartel's ascent."
s4404,TV Show,Narcoworld: Dope Stories,United States,2019,2019,Adults,1 Season,Crime TV Shows,"Ride along as police officers and drug smugglers go toe-to-toe, trying to outwit each other in locales around the world."
s4405,TV Show,Naruto,Japan,2019,2006,Teens,9 Seasons,Anime Series,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series."
s4406,Movie,Naruto Shippûden the Movie: Bonds,Japan,2016,2008,Older Kids,93 min,Action & Adventure,"When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet."
s4407,Movie,Naruto Shippûden the Movie: The Will of Fire,Japan,2017,2009,Older Kids,96 min,Action & Adventure,"When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land."
s4408,Movie,Naruto Shippuden : Blood Prison,Japan,2017,2011,Teens,102 min,Action & Adventure,"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed."
s4409,Movie,Naruto Shippuden: The Movie,Japan,2016,2007,Older Kids,95 min,Action & Adventure,"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die."
s4410,Movie,Naruto Shippuden: The Movie: The Lost Tower,Japan,2017,2010,Teens,85 min,Action & Adventure,"When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil."
s4411,Movie,Naruto the Movie 2: Legend of the Stone of Gelel,Japan,2017,2005,Older Kids,97 min,Action & Adventure,"While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin."
s4412,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Japan,2017,2006,Older Kids,95 min,Action & Adventure,"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom."
s4413,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Japan,2017,2004,Older Kids,83 min,Action & Adventure,"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess."
s4414,Movie,Nasha,India,2018,2013,Teens,115 min,Dramas,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out."
s4415,Movie,Nasha Natasha,Uruguay,2020,2020,Older Kids,72 min,Documentaries,Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.
s4416,Movie,Natalia Valdebenito: El especial,Chile,2018,2018,Adults,69 min,Stand-Up Comedy,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women."
s4417,Movie,Natalia Valdebenito: Gritona,United States,2017,2017,Adults,76 min,Stand-Up Comedy,"Chile's Natalia Valdebenito hits Santiago's Teatro Caupolicán with a one-woman show steeped in irony, a dash of improv and her own personal style."
s4418,Movie,Natalie Palamides: Nate - A One Man Show,United States,2020,2020,Adults,60 min,Comedies,"Tough talk takes a soft turn as Nate, played by comedian Natalie Palamides, explores humor, heartbreak, sexuality and consent — with a live audience."
s4419,Movie,Natascha Kampusch: The Whole Story,United States,2017,2010,Teens,51 min,Movies,A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.
s4420,Movie,Nate Bargatze: The Tennessee Kid,United States,2019,2019,Older Kids,61 min,Stand-Up Comedy,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special."
s4421,Movie,Nathicharami,India,2019,2018,Adults,114 min,Dramas,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
s4422,Movie,National Bird,United States,2017,2016,Adults,92 min,Documentaries,"Three former military operatives offer disturbing, firsthand accounts of the deadly impact that U.S. drone warfare has had on civilians overseas."
s4423,Movie,National Lampoon's Loaded Weapon 1,United States,2019,1993,Teens,82 min,Action & Adventure,"In this parody of the Lethal Weapon franchise, criminals murder a detective and steal her prized evidence: microfilm with a recipe for cocaine cookies. Luckily, loose-cannon cop Jack Colt and his by-the-book partner, Wes Luger, are on the case."
s4424,Movie,National Parks Adventure,United States,2018,2016,Kids,42 min,Documentaries,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks."
s4425,Movie,National Treasure,United States,2018,2004,Older Kids,131 min,Action & Adventure,"Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin."
s4426,Movie,Natsamrat - Asa Nat Hone Nahi,India,2018,2016,Teens,165 min,Dramas,"A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy."
s4427,Movie,Natural Born Pranksters,United States,2016,2016,Adults,91 min,Comedies,"The biggest pranksters on YouTube – VitalyzdTV, Dennis Roady and Roman Atwood – turn Hollywood into ""Prankwood"" with their most over-the-top stunts."
s4428,Movie,Natural Selection,United States,2016,2015,Adults,101 min,Dramas,"As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook."
